# x[m]:xp[rad]:y[m]:yp[rad]
1e-05 1e-06 1e-05 1e-06
2.2537151741400513e-05 2.070722986224859e-06 2.2537151741400513e-05 2.070722986224859e-06
5.0792320861491216e-05 4.287893685679998e-06 5.0792320861491216e-05 4.287893685679998e-06
0.00011447142425533328 8.879040017426002e-06 0.00011447142425533328 8.879040017426002e-06
0.00025798598584966814 1.8386032259694393e-05 0.00025798598584966814 1.8386032259694393e-05
0.0005814269310248776 3.807237962562105e-05 0.0005814269310248776 3.807237962562105e-05
0.001310370697104449 7.88373516310525e-05 0.001310370697104449 7.88373516310525e-05
0.0029532023238127768 0.00016325031619551228 0.0029532023238127768 0.00016325031619551228
0.006655676889482516 0.00033804618225452364 0.006655676889482516 0.00033804618225452364
0.014999999999999996 0.0007000000000000001 0.014999999999999996 0.0007000000000000001
